Source,Date,Mean
GCAG,1906-10,-0.2773
GISTEMP,1906-10,-0.19
GCAG,1906-09,-0.2998
GISTEMP,1906-09,-0.24
GCAG,1906-08,-0.2321
GISTEMP,1906-08,-0.18
GCAG,1906-07,-0.2427
GISTEMP,1906-07,-0.25
GCAG,1906-06,-0.1685
GISTEMP,1906-06,-0.2
GCAG,1906-05,-0.2140
GISTEMP,1906-05,-0.19
GCAG,1906-04,-0.0483
GISTEMP,1906-04,-0.01
GCAG,1906-03,-0.1424
GISTEMP,1906-03,-0.14
GCAG,1906-02,-0.2339
GISTEMP,1906-02,-0.33
GCAG,1906-01,-0.1715
GISTEMP,1906-01,-0.29
GCAG,1905-12,-0.1304
GISTEMP,1905-12,-0.2
GCAG,1905-11,-0.0904
GISTEMP,1905-11,-0.07
GCAG,1905-10,-0.2946
GISTEMP,1905-10,-0.22
GCAG,1905-09,-0.2186
GISTEMP,1905-09,-0.13
GCAG,1905-08,-0.2206
GISTEMP,1905-08,-0.2
GCAG,1905-07,-0.1847
GISTEMP,1905-07,-0.23
GCAG,1905-06,-0.2447
GISTEMP,1905-06,-0.3
GCAG,1905-05,-0.2913
GISTEMP,1905-05,-0.32
GCAG,1905-04,-0.4506
GISTEMP,1905-04,-0.35
GCAG,1905-03,-0.3933
GISTEMP,1905-03,-0.24
GCAG,1905-02,-0.6204
GISTEMP,1905-02,-0.58
GCAG,1905-01,-0.3527
GISTEMP,1905-01,-0.37
GCAG,1904-12,-0.2417
GISTEMP,1904-12,-0.28
GCAG,1904-11,-0.1658
GISTEMP,1904-11,-0.16
GCAG,1904-10,-0.4055
GISTEMP,1904-10,-0.34
GCAG,1904-09,-0.4632
GISTEMP,1904-09,-0.46
GCAG,1904-08,-0.4252
GISTEMP,1904-08,-0.43
GCAG,1904-07,-0.4564
GISTEMP,1904-07,-0.47
GCAG,1904-06,-0.4414
GISTEMP,1904-06,-0.48
GCAG,1904-05,-0.4287
GISTEMP,1904-05,-0.49
GCAG,1904-04,-0.4747
GISTEMP,1904-04,-0.5
GCAG,1904-03,-0.5131
GISTEMP,1904-03,-0.45
GCAG,1904-02,-0.4670
GISTEMP,1904-02,-0.54
GCAG,1904-01,-0.5419
GISTEMP,1904-01,-0.64
GCAG,1903-12,-0.3886
GISTEMP,1903-12,-0.47
GCAG,1903-11,-0.3957
GISTEMP,1903-11,-0.38
GCAG,1903-10,-0.4388
GISTEMP,1903-10,-0.41
GCAG,1903-09,-0.3772
GISTEMP,1903-09,-0.42
GCAG,1903-08,-0.4338
GISTEMP,1903-08,-0.43
GCAG,1903-07,-0.3332
GISTEMP,1903-07,-0.29
GCAG,1903-06,-0.3793
GISTEMP,1903-06,-0.43
GCAG,1903-05,-0.3929
GISTEMP,1903-05,-0.4
GCAG,1903-04,-0.3586
GISTEMP,1903-04,-0.39
GCAG,1903-03,-0.2835
GISTEMP,1903-03,-0.22
GCAG,1903-02,-0.0897
GISTEMP,1903-02,-0.05
GCAG,1903-01,-0.2143
GISTEMP,1903-01,-0.27
GCAG,1902-12,-0.3713
GISTEMP,1902-12,-0.45
GCAG,1902-11,-0.3465
GISTEMP,1902-11,-0.35
GCAG,1902-10,-0.2871
GISTEMP,1902-10,-0.26
GCAG,1902-09,-0.2393
GISTEMP,1902-09,-0.2
GCAG,1902-08,-0.2662
GISTEMP,1902-08,-0.27
GCAG,1902-07,-0.2921
GISTEMP,1902-07,-0.25
GCAG,1902-06,-0.3391
GISTEMP,1902-06,-0.33
GCAG,1902-05,-0.2634
GISTEMP,1902-05,-0.29
GCAG,1902-04,-0.2745
GISTEMP,1902-04,-0.27
GCAG,1902-03,-0.2055
GISTEMP,1902-03,-0.28
GCAG,1902-02,-0.0440
GISTEMP,1902-02,-0.02
GCAG,1902-01,-0.0937
GISTEMP,1902-01,-0.19
GCAG,1901-12,-0.2421
GISTEMP,1901-12,-0.29
GCAG,1901-11,-0.1444
GISTEMP,1901-11,-0.16
GCAG,1901-10,-0.2841
GISTEMP,1901-10,-0.28
GCAG,1901-09,-0.2102
GISTEMP,1901-09,-0.16
GCAG,1901-08,-0.1361
GISTEMP,1901-08,-0.12
GCAG,1901-07,-0.1559
GISTEMP,1901-07,-0.08
GCAG,1901-06,-0.1324
GISTEMP,1901-06,-0.1
GCAG,1901-05,-0.1272
GISTEMP,1901-05,-0.17
GCAG,1901-04,-0.0685
GISTEMP,1901-04,-0.05
GCAG,1901-03,-0.0343
GISTEMP,1901-03,0.05
GCAG,1901-02,-0.0802
GISTEMP,1901-02,-0.04
GCAG,1901-01,-0.1296
GISTEMP,1901-01,-0.29
GCAG,1900-12,0.0284
GISTEMP,1900-12,-0.13
GCAG,1900-11,-0.1397
GISTEMP,1900-11,-0.12
GCAG,1900-10,0.0442
GISTEMP,1900-10,0.09
GCAG,1900-09,-0.0648
GISTEMP,1900-09,0.03
GCAG,1900-08,-0.0732
GISTEMP,1900-08,-0.03
GCAG,1900-07,-0.0767
GISTEMP,1900-07,-0.07
GCAG,1900-06,-0.0517
GISTEMP,1900-06,-0.14
GCAG,1900-05,-0.0423
GISTEMP,1900-05,-0.05
GCAG,1900-04,-0.0999
GISTEMP,1900-04,-0.14
GCAG,1900-03,-0.0484
GISTEMP,1900-03,0.02
GCAG,1900-02,-0.0998
GISTEMP,1900-02,-0.07
GCAG,1900-01,-0.2502
GISTEMP,1900-01,-0.39
GCAG,1899-12,-0.1682
GISTEMP,1899-12,-0.25
GCAG,1899-11,0.1534
GISTEMP,1899-11,0.13
GCAG,1899-10,0.0010
GISTEMP,1899-10,0.02
GCAG,1899-09,-0.0273
GISTEMP,1899-09,0.01
GCAG,1899-08,-0.0599
GISTEMP,1899-08,-0.03
GCAG,1899-07,-0.1082
GISTEMP,1899-07,-0.12
GCAG,1899-06,-0.1962
GISTEMP,1899-06,-0.25
GCAG,1899-05,-0.1196
GISTEMP,1899-05,-0.19
GCAG,1899-04,-0.1942
GISTEMP,1899-04,-0.2
GCAG,1899-03,-0.2610
GISTEMP,1899-03,-0.34
GCAG,1899-02,-0.2832
GISTEMP,1899-02,-0.39
GCAG,1899-01,-0.0986
GISTEMP,1899-01,-0.17
GCAG,1898-12,-0.0093
GISTEMP,1898-12,-0.21
GCAG,1898-11,-0.2401
GISTEMP,1898-11,-0.34
GCAG,1898-10,-0.3213
GISTEMP,1898-10,-0.31
GCAG,1898-09,-0.1979
GISTEMP,1898-09,-0.18
GCAG,1898-08,-0.2270
GISTEMP,1898-08,-0.22
GCAG,1898-07,-0.2416
GISTEMP,1898-07,-0.21
GCAG,1898-06,-0.2058
GISTEMP,1898-06,-0.19
GCAG,1898-05,-0.2953
GISTEMP,1898-05,-0.34
GCAG,1898-04,-0.3511
GISTEMP,1898-04,-0.32
GCAG,1898-03,-0.6582
GISTEMP,1898-03,-0.54
GCAG,1898-02,-0.2816
GISTEMP,1898-02,-0.32
GCAG,1898-01,-0.0444
GISTEMP,1898-01,-0.06
GCAG,1897-12,-0.2973
GISTEMP,1897-12,-0.24
GCAG,1897-11,-0.2395
GISTEMP,1897-11,-0.17
GCAG,1897-10,-0.1605
GISTEMP,1897-10,-0.08
GCAG,1897-09,-0.0248
GISTEMP,1897-09,-0.03
GCAG,1897-08,-0.0721
GISTEMP,1897-08,-0.02
GCAG,1897-07,-0.0409
GISTEMP,1897-07,-0.04
GCAG,1897-06,-0.1000
GISTEMP,1897-06,-0.11
GCAG,1897-05,-0.0260
GISTEMP,1897-05,0.01
GCAG,1897-04,-0.0050
GISTEMP,1897-04,0.0
GCAG,1897-03,-0.1873
GISTEMP,1897-03,-0.11
GCAG,1897-02,-0.1149
GISTEMP,1897-02,-0.19
GCAG,1897-01,-0.1904
GISTEMP,1897-01,-0.22
GCAG,1896-12,0.0467
GISTEMP,1896-12,-0.11
GCAG,1896-11,-0.1630
GISTEMP,1896-11,-0.15
GCAG,1896-10,-0.0067
GISTEMP,1896-10,0.05
GCAG,1896-09,-0.0629
GISTEMP,1896-09,-0.04
GCAG,1896-08,-0.0694
GISTEMP,1896-08,-0.09
GCAG,1896-07,-0.0463
GISTEMP,1896-07,-0.05
GCAG,1896-06,-0.0868
GISTEMP,1896-06,-0.13
GCAG,1896-05,-0.1038
GISTEMP,1896-05,-0.19
GCAG,1896-04,-0.2621
GISTEMP,1896-04,-0.32
GCAG,1896-03,-0.2083
GISTEMP,1896-03,-0.29
GCAG,1896-02,-0.0813
GISTEMP,1896-02,-0.15
GCAG,1896-01,-0.1033
GISTEMP,1896-01,-0.22
GCAG,1895-12,-0.0729
GISTEMP,1895-12,-0.12
GCAG,1895-11,-0.1578
GISTEMP,1895-11,-0.16
GCAG,1895-10,-0.1334
GISTEMP,1895-10,-0.1
GCAG,1895-09,-0.1313
GISTEMP,1895-09,-0.01
GCAG,1895-08,-0.2237
GISTEMP,1895-08,-0.15
GCAG,1895-07,-0.2001
GISTEMP,1895-07,-0.16
GCAG,1895-06,-0.2984
GISTEMP,1895-06,-0.24
GCAG,1895-05,-0.2095
GISTEMP,1895-05,-0.23
GCAG,1895-04,-0.1851
GISTEMP,1895-04,-0.22
GCAG,1895-03,-0.2854
GISTEMP,1895-03,-0.29
GCAG,1895-02,-0.4216
GISTEMP,1895-02,-0.42
GCAG,1895-01,-0.4390
GISTEMP,1895-01,-0.44
GCAG,1894-12,-0.2412
GISTEMP,1894-12,-0.22
GCAG,1894-11,-0.2981
GISTEMP,1894-11,-0.25
GCAG,1894-10,-0.2166
GISTEMP,1894-10,-0.16
GCAG,1894-09,-0.2532
GISTEMP,1894-09,-0.22
GCAG,1894-08,-0.2730
GISTEMP,1894-08,-0.28
GCAG,1894-07,-0.2716
GISTEMP,1894-07,-0.32
GCAG,1894-06,-0.3486
GISTEMP,1894-06,-0.43
GCAG,1894-05,-0.3020
GISTEMP,1894-05,-0.29
GCAG,1894-04,-0.3038
GISTEMP,1894-04,-0.41
GCAG,1894-03,-0.2060
GISTEMP,1894-03,-0.21
GCAG,1894-02,-0.2229
GISTEMP,1894-02,-0.31
GCAG,1894-01,-0.4338
GISTEMP,1894-01,-0.55
GCAG,1893-12,-0.2522
GISTEMP,1893-12,-0.37
GCAG,1893-11,-0.1667
GISTEMP,1893-11,-0.17
GCAG,1893-10,-0.2143
GISTEMP,1893-10,-0.16
GCAG,1893-09,-0.2615
GISTEMP,1893-09,-0.18
GCAG,1893-08,-0.3284
GISTEMP,1893-08,-0.23
GCAG,1893-07,-0.2034
GISTEMP,1893-07,-0.13
GCAG,1893-06,-0.2363
GISTEMP,1893-06,-0.23
GCAG,1893-05,-0.3433
GISTEMP,1893-05,-0.34
GCAG,1893-04,-0.3484
GISTEMP,1893-04,-0.32
GCAG,1893-03,-0.2272
GISTEMP,1893-03,-0.24
GCAG,1893-02,-0.6190
GISTEMP,1893-02,-0.5
GCAG,1893-01,-0.6817
GISTEMP,1893-01,-0.67
GCAG,1892-12,-0.4782
GISTEMP,1892-12,-0.28
GCAG,1892-11,-0.4750
GISTEMP,1892-11,-0.49
GCAG,1892-10,-0.2548
GISTEMP,1892-10,-0.16
GCAG,1892-09,-0.2277
GISTEMP,1892-09,-0.24
GCAG,1892-08,-0.3407
GISTEMP,1892-08,-0.19
GCAG,1892-07,-0.3537
GISTEMP,1892-07,-0.27
GCAG,1892-06,-0.2890
GISTEMP,1892-06,-0.19
GCAG,1892-05,-0.3065
GISTEMP,1892-05,-0.24
GCAG,1892-04,-0.3154
GISTEMP,1892-04,-0.34
GCAG,1892-03,-0.3127
GISTEMP,1892-03,-0.36
GCAG,1892-02,-0.1335
GISTEMP,1892-02,-0.14
GCAG,1892-01,-0.2421
GISTEMP,1892-01,-0.25
GCAG,1891-12,-0.0512
GISTEMP,1891-12,-0.01
GCAG,1891-11,-0.4010
GISTEMP,1891-11,-0.37
GCAG,1891-10,-0.2922
GISTEMP,1891-10,-0.23
GCAG,1891-09,-0.1558
GISTEMP,1891-09,-0.13
GCAG,1891-08,-0.2330
GISTEMP,1891-08,-0.2
GCAG,1891-07,-0.2270
GISTEMP,1891-07,-0.21
GCAG,1891-06,-0.2067
GISTEMP,1891-06,-0.21
GCAG,1891-05,-0.1460
GISTEMP,1891-05,-0.16
GCAG,1891-04,-0.2568
GISTEMP,1891-04,-0.25
GCAG,1891-03,-0.2167
GISTEMP,1891-03,-0.14
GCAG,1891-02,-0.5274
GISTEMP,1891-02,-0.48
GCAG,1891-01,-0.3843
GISTEMP,1891-01,-0.45
GCAG,1890-12,-0.2344
GISTEMP,1890-12,-0.29
GCAG,1890-11,-0.3431
GISTEMP,1890-11,-0.36
GCAG,1890-10,-0.2977
GISTEMP,1890-10,-0.22
GCAG,1890-09,-0.3558
GISTEMP,1890-09,-0.35
GCAG,1890-08,-0.3311
GISTEMP,1890-08,-0.35
GCAG,1890-07,-0.2849
GISTEMP,1890-07,-0.28
GCAG,1890-06,-0.2925
GISTEMP,1890-06,-0.27
GCAG,1890-05,-0.3929
GISTEMP,1890-05,-0.47
GCAG,1890-04,-0.2620
GISTEMP,1890-04,-0.37
GCAG,1890-03,-0.3229
GISTEMP,1890-03,-0.41
GCAG,1890-02,-0.4326
GISTEMP,1890-02,-0.47
GCAG,1890-01,-0.3669
GISTEMP,1890-01,-0.47
GCAG,1889-12,-0.1887
GISTEMP,1889-12,-0.3
GCAG,1889-11,-0.2835
GISTEMP,1889-11,-0.3
GCAG,1889-10,-0.2019
GISTEMP,1889-10,-0.22
GCAG,1889-09,-0.2328
GISTEMP,1889-09,-0.18
GCAG,1889-08,-0.1473
GISTEMP,1889-08,-0.17
GCAG,1889-07,-0.1699
GISTEMP,1889-07,-0.04
GCAG,1889-06,-0.0809
GISTEMP,1889-06,-0.11
GCAG,1889-05,-0.0382
GISTEMP,1889-05,-0.02
GCAG,1889-04,0.0438
GISTEMP,1889-04,0.05
GCAG,1889-03,0.1151
GISTEMP,1889-03,0.05
GCAG,1889-02,0.0082
GISTEMP,1889-02,0.15
GCAG,1889-01,-0.1018
GISTEMP,1889-01,-0.19
GCAG,1888-12,0.0334
GISTEMP,1888-12,-0.12
GCAG,1888-11,-0.0507
GISTEMP,1888-11,0.0
GCAG,1888-10,0.0083
GISTEMP,1888-10,0.02
GCAG,1888-09,-0.0759
GISTEMP,1888-09,-0.07
GCAG,1888-08,-0.1702
GISTEMP,1888-08,-0.11
GCAG,1888-07,-0.1211
GISTEMP,1888-07,-0.08
GCAG,1888-06,-0.1040
GISTEMP,1888-06,-0.2
GCAG,1888-05,-0.1669
GISTEMP,1888-05,-0.22
GCAG,1888-04,-0.1816
GISTEMP,1888-04,-0.28
GCAG,1888-03,-0.3045
GISTEMP,1888-03,-0.47
GCAG,1888-02,-0.3363
GISTEMP,1888-02,-0.42
GCAG,1888-01,-0.3931
GISTEMP,1888-01,-0.42
GCAG,1887-12,-0.2073
GISTEMP,1887-12,-0.37
GCAG,1887-11,-0.1634
GISTEMP,1887-11,-0.25
GCAG,1887-10,-0.3050
GISTEMP,1887-10,-0.31
GCAG,1887-09,-0.1908
GISTEMP,1887-09,-0.19
GCAG,1887-08,-0.3218
GISTEMP,1887-08,-0.26
GCAG,1887-07,-0.2792
GISTEMP,1887-07,-0.18
GCAG,1887-06,-0.2256
GISTEMP,1887-06,-0.19
GCAG,1887-05,-0.2445
GISTEMP,1887-05,-0.32
GCAG,1887-04,-0.1991
GISTEMP,1887-04,-0.36
GCAG,1887-03,-0.1709
GISTEMP,1887-03,-0.3
GCAG,1887-02,-0.3845
GISTEMP,1887-02,-0.48
GCAG,1887-01,-0.3881
GISTEMP,1887-01,-0.65
GCAG,1886-12,-0.1722
GISTEMP,1886-12,-0.24
GCAG,1886-11,-0.2044
GISTEMP,1886-11,-0.25
GCAG,1886-10,-0.2365
GISTEMP,1886-10,-0.24
GCAG,1886-09,-0.2033
GISTEMP,1886-09,-0.18
GCAG,1886-08,-0.2256
GISTEMP,1886-08,-0.3
GCAG,1886-07,-0.1718
GISTEMP,1886-07,-0.15
GCAG,1886-06,-0.2559
GISTEMP,1886-06,-0.38
GCAG,1886-05,-0.1654
GISTEMP,1886-05,-0.26
GCAG,1886-04,-0.1776
GISTEMP,1886-04,-0.28
GCAG,1886-03,-0.2926
GISTEMP,1886-03,-0.4
GCAG,1886-02,-0.2880
GISTEMP,1886-02,-0.44
GCAG,1886-01,-0.1196
GISTEMP,1886-01,-0.41
GCAG,1885-12,0.0369
GISTEMP,1885-12,-0.04
GCAG,1885-11,-0.1375
GISTEMP,1885-11,-0.21
GCAG,1885-10,-0.1403
GISTEMP,1885-10,-0.18
GCAG,1885-09,-0.2074
GISTEMP,1885-09,-0.18
GCAG,1885-08,-0.2541
GISTEMP,1885-08,-0.26
GCAG,1885-07,-0.2501
GISTEMP,1885-07,-0.27
GCAG,1885-06,-0.3203
GISTEMP,1885-06,-0.49
GCAG,1885-05,-0.2910
GISTEMP,1885-05,-0.4
GCAG,1885-04,-0.2673
GISTEMP,1885-04,-0.43
GCAG,1885-03,-0.1575
GISTEMP,1885-03,-0.22
GCAG,1885-02,-0.2670
GISTEMP,1885-02,-0.28
GCAG,1885-01,-0.4387
GISTEMP,1885-01,-0.64
GCAG,1884-12,-0.1599
GISTEMP,1884-12,-0.28
GCAG,1884-11,-0.2818
GISTEMP,1884-11,-0.29
GCAG,1884-10,-0.1839
GISTEMP,1884-10,-0.21
GCAG,1884-09,-0.2379
GISTEMP,1884-09,-0.22
GCAG,1884-08,-0.2837
GISTEMP,1884-08,-0.25
GCAG,1884-07,-0.3143
GISTEMP,1884-07,-0.33
GCAG,1884-06,-0.2086
GISTEMP,1884-06,-0.37
GCAG,1884-05,-0.1447
GISTEMP,1884-05,-0.31
GCAG,1884-04,-0.1955
GISTEMP,1884-04,-0.35
GCAG,1884-03,-0.2207
GISTEMP,1884-03,-0.33
GCAG,1884-02,-0.1574
GISTEMP,1884-02,-0.11
GCAG,1884-01,-0.1985
GISTEMP,1884-01,-0.18
GCAG,1883-12,-0.0905
GISTEMP,1883-12,-0.17
GCAG,1883-11,-0.1813
GISTEMP,1883-11,-0.19
GCAG,1883-10,-0.1749
GISTEMP,1883-10,-0.11
GCAG,1883-09,-0.1582
GISTEMP,1883-09,-0.17
GCAG,1883-08,-0.0619
GISTEMP,1883-08,-0.12
GCAG,1883-07,-0.0955
GISTEMP,1883-07,-0.07
GCAG,1883-06,-0.0182
GISTEMP,1883-06,-0.11
GCAG,1883-05,-0.1560
GISTEMP,1883-05,-0.24
GCAG,1883-04,-0.1832
GISTEMP,1883-04,-0.23
GCAG,1883-03,-0.1405
GISTEMP,1883-03,-0.17
GCAG,1883-02,-0.3021
GISTEMP,1883-02,-0.41
GCAG,1883-01,-0.2784
GISTEMP,1883-01,-0.33
GCAG,1882-12,-0.1823
GISTEMP,1882-12,-0.24
GCAG,1882-11,-0.1383
GISTEMP,1882-11,-0.2
GCAG,1882-10,-0.2216
GISTEMP,1882-10,-0.22
GCAG,1882-09,-0.0041
GISTEMP,1882-09,0.0
GCAG,1882-08,-0.0174
GISTEMP,1882-08,0.04
GCAG,1882-07,-0.0772
GISTEMP,1882-07,-0.1
GCAG,1882-06,-0.1503
GISTEMP,1882-06,-0.24
GCAG,1882-05,-0.1606
GISTEMP,1882-05,-0.17
GCAG,1882-04,-0.1357
GISTEMP,1882-04,-0.19
GCAG,1882-03,0.0648
GISTEMP,1882-03,0.02
GCAG,1882-02,0.0279
GISTEMP,1882-02,0.09
GCAG,1882-01,0.0784
GISTEMP,1882-01,0.1
GCAG,1881-12,-0.0604
GISTEMP,1881-12,-0.15
GCAG,1881-11,-0.2318
GISTEMP,1881-11,-0.26
GCAG,1881-10,-0.2327
GISTEMP,1881-10,-0.19
GCAG,1881-09,-0.1940
GISTEMP,1881-09,-0.08
GCAG,1881-08,-0.0645
GISTEMP,1881-08,-0.02
GCAG,1881-07,-0.0471
GISTEMP,1881-07,-0.06
GCAG,1881-06,-0.1000
GISTEMP,1881-06,-0.28
GCAG,1881-05,0.0140
GISTEMP,1881-05,-0.04
GCAG,1881-04,0.0612
GISTEMP,1881-04,-0.03
GCAG,1881-03,0.0222
GISTEMP,1881-03,0.01
GCAG,1881-02,-0.0382
GISTEMP,1881-02,-0.14
GCAG,1881-01,-0.0294
GISTEMP,1881-01,-0.09
GCAG,1880-12,-0.0892
GISTEMP,1880-12,-0.21
GCAG,1880-11,-0.2755
GISTEMP,1880-11,-0.19
GCAG,1880-10,-0.1892
GISTEMP,1880-10,-0.16
GCAG,1880-09,-0.0932
GISTEMP,1880-09,-0.16
GCAG,1880-08,-0.0832
GISTEMP,1880-08,-0.07
GCAG,1880-07,-0.1605
GISTEMP,1880-07,-0.23
GCAG,1880-06,-0.1763
GISTEMP,1880-06,-0.28
GCAG,1880-05,-0.0866
GISTEMP,1880-05,-0.14
GCAG,1880-04,-0.0609
GISTEMP,1880-04,-0.27
GCAG,1880-03,-0.1440
GISTEMP,1880-03,-0.18
GCAG,1880-02,-0.1295
GISTEMP,1880-02,-0.21
GCAG,1880-01,-0.0090
GISTEMP,1880-01,-0.3
